2470832,7193/50,IMGREC,1981,105,2470832,7193/50,NOT,1981,105
2470832,7193/50,IMGREC,1981,105,2470832,7193/50,NOT,1981,105
2470832,7193/50,IMGREC,1981,105,2470832,7193/50,NOT,1981,105
2470834,7193/52,IMGREC,1981,105,2470834,7193/52,NOT,1981,105
2470834,7193/52,IMGREC,1981,105,2470834,7193/52,NOT,1981,105
2470834,7193/52,IMGREC,1981,105,2470834,7193/52,NOT,1981,105
2470838,7193/56,IMGREC,1981,105,2470838,7193/56,NOT,1981,105
2470838,7193/56,IMGREC,1981,105,2470838,7193/56,NOT,1981,105
2470840,7193/58,IMGREC,1981,105,2470840,7193/58,NOT,1981,105
2470840,7193/58,IMGREC,1981,105,2470840,7193/58,NOT,1981,105
2471095,7193/313,IMGREC,1981,105,2471095,7193/313,DEDWAR,1981,105
2471339,7193/556,IMGREC,1981,105,2471339,7193/556,EASELE,1981,105
2471955,7247/572,IMGREC,1981,105,2471955,7247/572,EAS,1981,105
2471955,7247/572,IMGREC,1981,105,2471955,7247/572,EAS,1981,105
2471977,7247/594,IMGREC,1981,105,2471977,7247/594,EASELE,1981,105
2472014,7248/31,IMGREC,1981,105,2472014,7248/31,DEDWAR,1981,105
2472126,7248/143,IMGREC,1981,105,2472126,7248/143,DEDWAR,1981,105
2472156,7248/173,IMGREC,1981,105,2472156,7248/173,DEDWAR,1981,105
2473103,7249/340,IMGREC,1981,106,2473103,7249/340,DEDWAR,1981,106
2473887,7250/426,IMGREC,1981,107,2473887,7250/426,NOT,1981,107
2473887,7250/426,IMGREC,1981,107,2473887,7250/426,NOT,1981,107
2473983,7250/522,IMGREC,1981,107,2473983,7250/522,DEDWAR,1981,107
2474021,7250/560,IMGREC,1981,107,2474021,7250/560,DEDQCL,1981,107
2474124,7251/64,IMGREC,1981,107,2474124,7251/64,DEDWAR,1981,107
2474130,7251/70,IMGREC,1981,107,2474130,7251/70,EAS,1981,107
