2761556,7654/709,IMGREC,1982,104,2761556,7654/709,DEDWAR,1982,104
2762027,7655/182,IMGREC,1982,105,2762027,7655/182,EAS,1982,105
2762701,7655/856,IMGREC,1982,105,2762701,7655/856,DEDWAR,1982,105
2763315,7656/387,IMGREC,1982,106,2763315,7656/387,JDGASN,1982,106
2763360,7656/432,IMGREC,1982,106,2763360,7656/432,DEDWAR,1982,106
2763861,7656/933,IMGREC,1982,106,2763861,7656/933,DEDWAR,1982,106
2763198,7656/270,IMGREC,1982,107,2763198,7656/270,DED,1982,107
2763938,7657/10,IMGREC,1982,107,2763938,7657/10,DEDWAR,1982,107
2764648,7657/720,IMGREC,1982,107,2764648,7657/720,DEDWAR,1982,107
2764648,7657/720,IMGREC,1982,107,2764648,7657/720,DEDWAR,1982,107
2764648,7657/720,IMGREC,1982,107,2764648,7657/720,DEDWAR,1982,107
2764648,7657/720,IMGREC,1982,107,2764648,7657/720,DEDWAR,1982,107
2765292,7658/290,IMGREC,1982,108,2765292,7658/290,DEDWAR,1982,108
2765909,7658/907,IMGREC,1982,108,2765909,7658/907,DEDWAR,1982,108
2765913,7658/911,IMGREC,1982,108,2765913,7658/911,DEDWAR,1982,108
2765917,7658/915,IMGREC,1982,108,2765917,7658/915,DEDWAR,1982,108
2765927,7658/925,IMGREC,1982,108,2765927,7658/925,DEDWAR,1982,108
2766186,7659/186,IMGREC,1982,108,2766186,7659/186,EASREL,1982,108
2766470,7659/470,IMGREC,1982,111,2766470,7659/470,EASREL,1982,111
2766941,7659/941,IMGREC,1982,111,2766941,7659/941,DEDWAR,1982,111
2767088,7660/88,IMGREC,1982,111,2767088,7660/88,DEDWAR,1982,111
2768206,7661/206,IMGREC,1982,112,2768206,7661/206,DEDWAR,1982,112
2768206,7661/206,IMGREC,1982,112,2768206,7661/206,DEDWAR,1982,112
2768206,7661/206,IMGREC,1982,112,2768206,7661/206,DEDWAR,1982,112
2768214,7661/214,IMGREC,1982,112,2768214,7661/214,DEDWAR,1982,112
2768214,7661/214,IMGREC,1982,112,2768214,7661/214,DEDWAR,1982,112
2768665,7661/665,IMGREC,1982,114,2768665,7661/665,DEDWAR,1982,114
2768665,7661/665,IMGREC,1982,114,2768665,7661/665,DEDWAR,1982,114
2769561,7662/561,IMGREC,1982,115,2769561,7662/561,DEDWAR,1982,115
2769561,7662/561,IMGREC,1982,115,2769561,7662/561,DEDWAR,1982,115
2770099,7663/68,IMGREC,1982,115,2770099,7663/68,DEDWAR,1982,115
2770424,7663/393,IMGREC,1982,118,2770424,7663/393,DEDWAR,1982,118
2771023,7663/992,IMGREC,1982,118,2771023,7663/992,DEDWAR,1982,118
2771197,7664/78,IMGREC,1982,118,2771197,7664/78,EAS,1982,118
2771224,7664/105,IMGREC,1982,118,2771224,7664/105,DEDWAR,1982,118
2771279,7664/160,IMGREC,1982,118,2771279,7664/160,DEDQCL,1982,118
2771293,7664/174,IMGREC,1982,118,2771293,7664/174,DEDWAR,1982,118
2771298,7664/179,IMGREC,1982,118,2771298,7664/179,DEDWAR,1982,118
2771474,7664/355,IMGREC,1982,119,2771474,7664/355,DEDWAR,1982,119
2771697,7664/578,IMGREC,1982,119,2771697,7664/578,DEDWAR,1982,119
2771897,7664/778,IMGREC,1982,119,2771897,7664/778,DEDWAR,1982,119
2772133,7665/12,IMGREC,1982,119,2772133,7665/12,DEDWAR,1982,119
2772489,7665/368,IMGREC,1982,120,2772489,7665/368,DEDWAR,1982,120
2772992,7665/871,IMGREC,1982,120,2772992,7665/871,EASTEL,1982,120
2772996,7665/875,IMGREC,1982,120,2772996,7665/875,EASELE,1982,120
2773054,7665/933,IMGREC,1982,120,2773054,7665/933,EAS,1982,120
2773654,7666/533,IMGREC,1982,121,2773654,7666/533,DEDWAR,1982,121
2774145,7667/22,IMGREC,1982,122,2774145,7667/22,DEDWAR,1982,122
2774586,7667/463,IMGREC,1982,122,2774586,7667/463,DEDWAR,1982,122
2775851,7668/631,IMGREC,1982,125,2775851,7668/631,DEDWAR,1982,125
2775866,7668/646,IMGREC,1982,125,2775866,7668/646,DEDWAR,1982,125
2774227,7667/104,IMGREC,1982,127,2774227,7667/104,DEDWAR,1982,127
2775090,7667/968,IMGREC,1982,127,2775090,7667/968,MAPPVA,1982,127
2775097,7667/975,IMGREC,1982,127,2775097,7667/975,MAPVAC,1982,127
2777168,7669/948,IMGREC,1982,127,2777168,7669/948,DEDWAR,1982,128
2778561,7671/322,IMGREC,1982,128,2778561,7671/322,ARTAMD,1982,128
2778565,7671/326,IMGREC,1982,128,2778565,7671/326,DEDPTN,1982,128
2778565,7671/326,IMGREC,1982,128,2778565,7671/326,DEDPTN,1982,128
2778565,7671/326,IMGREC,1982,128,2778565,7671/326,DEDPTN,1982,128
2778769,7671/530,IMGREC,1982,128,2778769,7671/530,DEDWAR,1982,128
2778769,7671/530,IMGREC,1982,128,2778769,7671/530,DEDWAR,1982,128
2778816,7671/577,IMGREC,1982,128,2778816,7671/577,DEDPTN,1982,128
2778816,7671/577,IMGREC,1982,128,2778816,7671/577,DEDPTN,1982,128
2778816,7671/577,IMGREC,1982,128,2778816,7671/577,DEDPTN,1982,128
2778862,7671/623,IMGREC,1982,128,2778862,7671/623,DEDPTN,1982,128
2778877,7671/638,IMGREC,1982,128,2778877,7671/638,DEDPTN,1982,128
2778877,7671/638,IMGREC,1982,128,2778877,7671/638,DEDPTN,1982,128
2778877,7671/638,IMGREC,1982,128,2778877,7671/638,DEDPTN,1982,128
2778897,7671/658,IMGREC,1982,128,2778897,7671/658,DEDPTN,1982,128
2778897,7671/658,IMGREC,1982,128,2778897,7671/658,DEDPTN,1982,128
2779347,7672/108,IMGREC,1982,129,2779347,7672/108,DED,1982,129
2779840,7672/601,IMGREC,1982,201,2779840,7672/601,DEDWAR,1982,201
2779842,7672/603,IMGREC,1982,201,2779842,7672/603,DEDWAR,1982,201
2780015,7672/776,IMGREC,1982,201,2780015,7672/776,DEDWAR,1982,202
