2192999,6823/604,IMGREC,1980,102,2192999,6823/604,DEDWAR,1980,102
2193032,6823/637,IMGREC,1980,102,2193032,6823/637,DEDWAR,1980,102
2193032,6823/637,IMGREC,1980,102,2193032,6823/637,DEDWAR,1980,102
2193244,6823/728,IMGREC,1980,102,2193244,6823/728,DED,1980,102
2193323,6823/787,IMGREC,1980,102,2193323,6823/787,DEDWAR,1980,102
2193336,6823/800,IMGREC,1980,102,2193336,6823/800,EAS,1980,102
2193594,6823/959,IMGREC,1980,102,2193594,6823/959,DEDQCL,1980,102
2192402,6822/377,IMGREC,1980,103,2192402,6822/377,EASUTL,1980,103
2194378,6824/1401,IMGREC,1980,103,2194378,6824/1401,DEDQCL,1980,103
2194563,6824/1515,IMGREC,1980,103,2194563,6824/1515,DEDWAR,1980,103
2195508,6825/1980,IMGREC,1980,104,2195508,6825/1980,DEDWAR,1980,104
2195741,6825/2054,IMGREC,1980,104,2195741,6825/2054,DEDWAR,1980,104
2195741,6825/2054,IMGREC,1980,104,2195741,6825/2054,DEDWAR,1980,104
2195741,6825/2054,IMGREC,1980,104,2195741,6825/2054,DEDWAR,1980,104
2196130,6825/2329,IMGREC,1980,104,2196130,6825/2329,DEDWAR,1980,104
2196521,6855/74,IMGREC,1980,107,2196521,6855/74,DEDWAR,1980,107
2197088,6855/426,IMGREC,1980,107,2197088,6855/426,DEDWAR,1980,107
2197100,6855/438,IMGREC,1980,107,2197100,6855/438,DEDWAR,1980,107
2197261,6855/561,IMGREC,1980,107,2197261,6855/561,CONSLE,1980,107
2197268,6855/568,IMGREC,1980,107,2197268,6855/568,CONSLE,1980,107
2197366,6855/584,IMGREC,1980,107,2197366,6855/584,DEDWAR,1980,107
2197369,6855/587,IMGREC,1980,107,2197369,6855/587,DEDWAR,1980,107
2197372,6855/590,IMGREC,1980,107,2197372,6855/590,DEDWAR,1980,107
2197586,6856/743,IMGREC,1980,108,2197586,6856/743,DEDWAR,1980,108
2199482,6858/1827,IMGREC,1980,109,2199482,6858/1827,DEDWAR,1980,109
2199496,6858/1841,IMGREC,1980,109,2199496,6858/1841,DEDWAR,1980,109
2199526,6858/1871,IMGREC,1980,109,2199526,6858/1871,EAS,1980,109
2199526,6858/1871,IMGREC,1980,109,2199526,6858/1871,EAS,1980,109
2199636,6858/1929,IMGREC,1980,109,2199636,6858/1929,DEDWAR,1980,109
2199811,6858/2039,IMGREC,1980,110,2199811,6858/2039,DEDWAR,1980,110
2200098,6858/2257,IMGREC,1980,110,2200098,6858/2257,DEDWAR,1980,110
2200197,6858/2298,IMGREC,1980,110,2200197,6858/2298,DEDWAR,1980,110
